Path,Size (KB),Resolution,Color Type,Label,Usage
F4/i1267.jpg,20.9423828125,640 x 480,Grayscale,F4,Training
F0/a5326.jpg,29.48828125,640 x 480,Grayscale,F0,Training
F4/Z7184.jpg,20.7783203125,640 x 480,Grayscale,F4,Training
F0/a3913.jpg,22.8173828125,640 x 480,Grayscale,F0,Training
F1/J5044.jpg,611.8779296875,449 x 464,RGB,F1,Training
F0/a5395.jpg,31.4794921875,640 x 480,Grayscale,F0,Training
F0/a7759.jpg,31.0224609375,640 x 480,Grayscale,F0,Training
F0/a936.jpg,28.029296875,640 x 480,Grayscale,F0,Training
F1/B8665.jpg,611.8779296875,449 x 464,RGB,F1,Training
F0/a6239.jpg,25.435546875,640 x 480,Grayscale,F0,Training
F3/ct8-54.png,611.8779296875,449 x 464,RGB,F3,Training
F1/C3548.jpg,23.5634765625,640 x 480,Grayscale,F1,Training
F0/a148.jpg,23.5400390625,640 x 480,Grayscale,F0,Training
F1/ct3-25.png,611.8779296875,449 x 464,RGB,F1,Training
F2/w8372.jpg,611.8779296875,449 x 464,RGB,F2,Training
F3/ct8-67.png,611.8779296875,449 x 464,RGB,F3,Training
F1/Q98.jpg,611.8779296875,449 x 464,RGB,F1,Training
F2/ct4-84.png,611.8779296875,449 x 464,RGB,F2,Training
F4/K3120.jpg,611.8779296875,449 x 464,RGB,F4,Training
F1/K5108.jpg,27.966796875,640 x 480,Grayscale,F1,Training
F3/ct12-42.png,611.8779296875,449 x 464,RGB,F3,Training
F2/ct5-5.png,611.8779296875,449 x 464,RGB,F2,Training
F4/t7659.jpg,30.6064453125,640 x 480,Grayscale,F4,Training
F4/Y6814.jpg,20.69921875,640 x 480,Grayscale,F4,Training
F1/b9720.jpg,28.4072265625,640 x 480,Grayscale,F1,Training
F0/a214.jpg,20.4140625,640 x 480,Grayscale,F0,Training
F3/m7592.jpg,611.8779296875,449 x 464,RGB,F3,Training
F4/ct15-6.png,611.8779296875,449 x 464,RGB,F4,Training
F3/ct10-69.png,611.8779296875,449 x 464,RGB,F3,Training
F0/a190.jpg,28.0966796875,640 x 480,Grayscale,F0,Training
F0/a2277.jpg,27.8359375,640 x 480,Grayscale,F0,Training
F4/n1349.jpg,611.8779296875,449 x 464,RGB,F4,Training
F4/j4833.jpg,30.8212890625,640 x 480,Grayscale,F4,Training
F2/j5597.jpg,611.8779296875,449 x 464,RGB,F2,Training
F0/h49.jpg,31.5498046875,640 x 480,Grayscale,F0,Training
F3/S5363.jpg,611.8779296875,449 x 464,RGB,F3,Training
F4/N6719.jpg,20.9423828125,640 x 480,Grayscale,F4,Training
F2/I9817.jpg,611.8779296875,449 x 464,RGB,F2,Training
F3/ct10-25.png,611.8779296875,449 x 464,RGB,F3,Training
F4/i8592.jpg,27.00390625,640 x 480,Grayscale,F4,Training
F0/a7983.jpg,21.7333984375,640 x 480,Grayscale,F0,Training
F3/s1750.jpg,611.8779296875,449 x 464,RGB,F3,Training
F4/k9076.jpg,20.5390625,640 x 480,Grayscale,F4,Training
F0/a4980.jpg,30.06640625,640 x 480,Grayscale,F0,Training
F0/a9210.jpg,30.0947265625,640 x 480,Grayscale,F0,Training
F2/ct4-80.png,611.8779296875,449 x 464,RGB,F2,Training
F0/a7540.jpg,21.70703125,640 x 480,Grayscale,F0,Training
F0/a174.jpg,30.8779296875,640 x 480,Grayscale,F0,Training
F0/a2331.jpg,28.0810546875,640 x 480,Grayscale,F0,Training
F0/a9284.jpg,24.5888671875,640 x 480,Grayscale,F0,Training
F1/ct2-47.png,611.8779296875,449 x 464,RGB,F1,Training
F0/a2788.jpg,31.0966796875,640 x 480,Grayscale,F0,Training
F0/a5172.jpg,27.326171875,640 x 480,Grayscale,F0,Training
F4/r2640.jpg,26.2919921875,640 x 480,Grayscale,F4,Training
F0/a2287.jpg,30.201171875,640 x 480,Grayscale,F0,Training
F4/Z3304.jpg,611.8779296875,449 x 464,RGB,F4,Training
F2/i3184.jpg,611.8779296875,449 x 464,RGB,F2,Training
F1/ct2-63.png,611.8779296875,449 x 464,RGB,F1,Training
F2/ct7-53.png,611.8779296875,449 x 464,RGB,F2,Training
F0/a6248.jpg,28.6884765625,640 x 480,Grayscale,F0,Training
F0/k80.jpg,28.6513671875,640 x 480,Grayscale,F0,Training
F4/m5416.jpg,24.400390625,640 x 480,Grayscale,F4,Training
F0/a6661.jpg,27.326171875,640 x 480,Grayscale,F0,Training
F3/q5325.jpg,611.8779296875,449 x 464,RGB,F3,Training
F1/c7692.jpg,611.8779296875,449 x 464,RGB,F1,Training
F4/e39.jpg,33.2001953125,640 x 480,Grayscale,F4,Training
F0/h10.jpg,31.4326171875,640 x 480,Grayscale,F0,Training
F3/s3262.jpg,611.8779296875,449 x 464,RGB,F3,Training
F0/a1895.jpg,30.1982421875,640 x 480,Grayscale,F0,Training
F3/x874.jpg,611.8779296875,449 x 464,RGB,F3,Training
F2/O3588.jpg,611.8779296875,449 x 464,RGB,F2,Training
F4/g30.jpg,21.802734375,640 x 480,Grayscale,F4,Training
F4/d37.jpg,29.9599609375,640 x 480,Grayscale,F4,Training
F2/v2313.jpg,611.8779296875,449 x 464,RGB,F2,Training
F0/a3888.jpg,30.6533203125,640 x 480,Grayscale,F0,Training
F0/a6929.jpg,21.5205078125,640 x 480,Grayscale,F0,Training
F2/U4000.jpg,611.8779296875,449 x 464,RGB,F2,Training
F0/a125.jpg,27.599609375,640 x 480,Grayscale,F0,Training
F2/ct4-29.png,611.8779296875,449 x 464,RGB,F2,Training
F0/j84.jpg,28.4677734375,640 x 480,Grayscale,F0,Training
F1/c17.jpg,31.396484375,640 x 480,Grayscale,F1,Training
F0/a9023.jpg,27.421875,640 x 480,Grayscale,F0,Training
F0/a6863.jpg,31.4326171875,640 x 480,Grayscale,F0,Training
F0/a7709.jpg,28.1357421875,640 x 480,Grayscale,F0,Training
F3/ct12-6.png,611.8779296875,449 x 464,RGB,F3,Training
F1/j3958.jpg,611.8779296875,449 x 464,RGB,F1,Training
F4/W58.jpg,20.8203125,640 x 480,Grayscale,F4,Training
F3/V1718.jpg,611.8779296875,449 x 464,RGB,F3,Training
F1/a19.jpg,26.4892578125,640 x 480,Grayscale,F1,Training
F4/z8268.jpg,611.8779296875,449 x 464,RGB,F4,Training
F0/a8830.jpg,28.873046875,640 x 480,Grayscale,F0,Training
F4/Z9959.jpg,611.8779296875,449 x 464,RGB,F4,Training
F2/X7955.jpg,611.8779296875,449 x 464,RGB,F2,Training
F4/k262.jpg,611.8779296875,449 x 464,RGB,F4,Training
F0/a6766.jpg,31.70703125,640 x 480,Grayscale,F0,Training
F0/a237.jpg,32.3583984375,640 x 480,Grayscale,F0,Training
F0/k94.jpg,28.734375,640 x 480,Grayscale,F0,Training
F0/a5188.jpg,32.0146484375,640 x 480,Grayscale,F0,Training
F4/H9873.jpg,29.9296875,640 x 480,Grayscale,F4,Training
F0/a3310.jpg,25.1982421875,640 x 480,Grayscale,F0,Training
F0/a268.jpg,30.0703125,640 x 480,Grayscale,F0,Training
F4/r4341.jpg,22.4228515625,640 x 480,Grayscale,F4,Training
F0/a1058.jpg,30.181640625,640 x 480,Grayscale,F0,Training
F4/K8244.jpg,28.84375,640 x 480,Grayscale,F4,Training
F3/t6055.jpg,611.8779296875,449 x 464,RGB,F3,Training
F1/ct3-9.png,611.8779296875,449 x 464,RGB,F1,Training
F0/a2551.jpg,29.87109375,640 x 480,Grayscale,F0,Training
F0/a1443.jpg,30.8779296875,640 x 480,Grayscale,F0,Training
F4/G395.jpg,28.705078125,640 x 480,Grayscale,F4,Training
F4/ct14-3.png,611.8779296875,449 x 464,RGB,F4,Training
F0/a8848.jpg,28.1357421875,640 x 480,Grayscale,F0,Training
F0/a8539.jpg,28.7587890625,640 x 480,Grayscale,F0,Training
F4/M974.jpg,29.1552734375,640 x 480,Grayscale,F4,Training
F4/t7677.jpg,28.3779296875,640 x 480,Grayscale,F4,Training
F3/Z8425.jpg,611.8779296875,449 x 464,RGB,F3,Training
F4/N2582.jpg,611.8779296875,449 x 464,RGB,F4,Training
F0/a5207.jpg,24.8125,640 x 480,Grayscale,F0,Training
F3/ct8-53.png,611.8779296875,449 x 464,RGB,F3,Training
F1/O6583.jpg,611.8779296875,449 x 464,RGB,F1,Training
F4/i9968.jpg,29.0400390625,640 x 480,Grayscale,F4,Training
F0/a2533.jpg,27.2939453125,640 x 480,Grayscale,F0,Training
F4/Y8975.jpg,30.07421875,640 x 480,Grayscale,F4,Training
F4/y893.jpg,27.01171875,640 x 480,Grayscale,F4,Training
F0/a2882.jpg,30.5517578125,640 x 480,Grayscale,F0,Training
F3/Z2733.jpg,611.8779296875,449 x 464,RGB,F3,Training
F1/n658.jpg,611.8779296875,449 x 464,RGB,F1,Training
F3/n9221.jpg,611.8779296875,449 x 464,RGB,F3,Training
F1/F2548.jpg,24.119140625,640 x 480,Grayscale,F1,Training
F0/a6570.jpg,28.734375,640 x 480,Grayscale,F0,Training
F4/x3526.jpg,24.5859375,640 x 480,Grayscale,F4,Training
F4/d8.jpg,27.138671875,640 x 480,Grayscale,F4,Training
F0/a2578.jpg,29.458984375,640 x 480,Grayscale,F0,Training
F3/j9542.jpg,611.8779296875,449 x 464,RGB,F3,Training
F4/j402.jpg,28.5693359375,640 x 480,Grayscale,F4,Training
F1/G8274.jpg,611.8779296875,449 x 464,RGB,F1,Training
F4/f5679.jpg,30.453125,640 x 480,Grayscale,F4,Training
F4/o5743.jpg,611.8779296875,449 x 464,RGB,F4,Training
F2/I8627.jpg,611.8779296875,449 x 464,RGB,F2,Training
F3/M7990.jpg,611.8779296875,449 x 464,RGB,F3,Training
F2/v6722.jpg,611.8779296875,449 x 464,RGB,F2,Training
F0/a7117.jpg,26.4736328125,640 x 480,Grayscale,F0,Training
F1/H9368.jpg,611.8779296875,449 x 464,RGB,F1,Training
F0/a2594.jpg,31.4453125,640 x 480,Grayscale,F0,Training
F0/a3304.jpg,30.7177734375,640 x 480,Grayscale,F0,Training
F4/V4267.jpg,611.8779296875,449 x 464,RGB,F4,Training
F3/N4168.jpg,611.8779296875,449 x 464,RGB,F3,Training
F0/a2194.jpg,31.5556640625,640 x 480,Grayscale,F0,Training
F0/h15.jpg,25.8017578125,640 x 480,Grayscale,F0,Training
F4/Z5703.jpg,25.07421875,640 x 480,Grayscale,F4,Training
F0/a6917.jpg,30.9013671875,640 x 480,Grayscale,F0,Training
F4/o2555.jpg,27.42578125,640 x 480,Grayscale,F4,Training
F0/k7.jpg,28.0966796875,640 x 480,Grayscale,F0,Training
F0/j74.jpg,24.2275390625,640 x 480,Grayscale,F0,Training
F0/a502.jpg,28.3037109375,640 x 480,Grayscale,F0,Training
F3/ct9-65.png,611.8779296875,449 x 464,RGB,F3,Training
F2/M5595.jpg,611.8779296875,449 x 464,RGB,F2,Training
F0/a8218.jpg,26.0703125,640 x 480,Grayscale,F0,Training
F0/a6976.jpg,31.4599609375,640 x 480,Grayscale,F0,Training
F2/ct5-30.png,611.8779296875,449 x 464,RGB,F2,Training
F3/p987.jpg,611.8779296875,449 x 464,RGB,F3,Training
F1/k4459.jpg,611.8779296875,449 x 464,RGB,F1,Training
F4/d39.jpg,30.345703125,640 x 480,Grayscale,F4,Training
F4/v5745.jpg,23.244140625,640 x 480,Grayscale,F4,Training
F0/a1124.jpg,26.755859375,640 x 480,Grayscale,F0,Training
F0/a4958.jpg,26.517578125,640 x 480,Grayscale,F0,Training
F0/a4043.jpg,28.734375,640 x 480,Grayscale,F0,Training
F3/X8595.jpg,611.8779296875,449 x 464,RGB,F3,Training
F4/Z3456.jpg,611.8779296875,449 x 464,RGB,F4,Training
F0/a4113.jpg,29.2998046875,640 x 480,Grayscale,F0,Training
F4/Q6792.jpg,611.8779296875,449 x 464,RGB,F4,Training
F1/P742.jpg,611.8779296875,449 x 464,RGB,F1,Training
F2/l3108.jpg,611.8779296875,449 x 464,RGB,F2,Training
F0/h52.jpg,30.9052734375,640 x 480,Grayscale,F0,Training
F2/Y1615.jpg,611.8779296875,449 x 464,RGB,F2,Training
F2/K5063.jpg,611.8779296875,449 x 464,RGB,F2,Training
F0/a7926.jpg,30.9111328125,640 x 480,Grayscale,F0,Training
F1/ct2-44.png,611.8779296875,449 x 464,RGB,F1,Training
F0/k8.jpg,28.96484375,640 x 480,Grayscale,F0,Training
F3/J9850.jpg,611.8779296875,449 x 464,RGB,F3,Training
F4/k8122.jpg,28.7998046875,640 x 480,Grayscale,F4,Training
F4/M4700.jpg,20.8203125,640 x 480,Grayscale,F4,Training
F4/n5564.jpg,20.771484375,640 x 480,Grayscale,F4,Training
F0/a158.jpg,29.87109375,640 x 480,Grayscale,F0,Training
F0/a6679.jpg,25.9716796875,640 x 480,Grayscale,F0,Training
F1/c28.jpg,28.052734375,640 x 480,Grayscale,F1,Training
F3/ct12-24.png,611.8779296875,449 x 464,RGB,F3,Training
F0/a5088.jpg,24.439453125,640 x 480,Grayscale,F0,Training
F0/a621.jpg,32.7587890625,640 x 480,Grayscale,F0,Training
F4/t5074.jpg,611.8779296875,449 x 464,RGB,F4,Training
F1/Q3833.jpg,611.8779296875,449 x 464,RGB,F1,Training
F4/w580.jpg,21.3251953125,640 x 480,Grayscale,F4,Training
F0/a3295.jpg,26.3583984375,640 x 480,Grayscale,F0,Training
F4/p3666.jpg,611.8779296875,449 x 464,RGB,F4,Training
F3/S6353.jpg,611.8779296875,449 x 464,RGB,F3,Training
F4/p8604.jpg,611.8779296875,449 x 464,RGB,F4,Training
F4/p5304.jpg,28.7138671875,640 x 480,Grayscale,F4,Training
F0/a1791.jpg,23.66015625,640 x 480,Grayscale,F0,Training
F4/f4343.jpg,27.1904296875,640 x 480,Grayscale,F4,Training
F4/v2156.jpg,26.2548828125,640 x 480,Grayscale,F4,Training
F1/M4541.jpg,611.8779296875,449 x 464,RGB,F1,Training
F3/ct10-21.png,611.8779296875,449 x 464,RGB,F3,Training
F4/e45.jpg,29.1552734375,640 x 480,Grayscale,F4,Training
F0/a9964.jpg,28.4580078125,640 x 480,Grayscale,F0,Training
F3/Y6178.jpg,611.8779296875,449 x 464,RGB,F3,Training
F4/Q7354.jpg,29.9560546875,640 x 480,Grayscale,F4,Training
F4/x734.jpg,29.1572265625,640 x 480,Grayscale,F4,Training
F0/j67.jpg,29.48828125,640 x 480,Grayscale,F0,Training
F4/Y53.jpg,31.84765625,640 x 480,Grayscale,F4,Training
F3/ct10-30.png,611.8779296875,449 x 464,RGB,F3,Training
F2/q1599.jpg,611.8779296875,449 x 464,RGB,F2,Training
F3/t4395.jpg,611.8779296875,449 x 464,RGB,F3,Training
F0/a3617.jpg,30.0703125,640 x 480,Grayscale,F0,Training
F0/a9543.jpg,23.8349609375,640 x 480,Grayscale,F0,Training
F4/i6031.jpg,28.5693359375,640 x 480,Grayscale,F4,Training
F4/p6645.jpg,23.4609375,640 x 480,Grayscale,F4,Training
F2/i5121.jpg,611.8779296875,449 x 464,RGB,F2,Training
F4/I2381.jpg,611.8779296875,449 x 464,RGB,F4,Training
F3/U1454.jpg,611.8779296875,449 x 464,RGB,F3,Training
F4/e43.jpg,27.765625,640 x 480,Grayscale,F4,Training
F2/ct5-26.png,611.8779296875,449 x 464,RGB,F2,Training
F0/a5649.jpg,27.3515625,640 x 480,Grayscale,F0,Training
F0/a937.jpg,31.1708984375,640 x 480,Grayscale,F0,Training
F0/a3878.jpg,29.98828125,640 x 480,Grayscale,F0,Training
F0/h46.jpg,31.5556640625,640 x 480,Grayscale,F0,Training
F1/ct2-34.png,611.8779296875,449 x 464,RGB,F1,Training
F2/ct5-67.png,611.8779296875,449 x 464,RGB,F2,Training
F4/I267.jpg,611.8779296875,449 x 464,RGB,F4,Training
F2/ct3-35.png,611.8779296875,449 x 464,RGB,F2,Training
F3/L1031.jpg,611.8779296875,449 x 464,RGB,F3,Training
F0/a9119.jpg,28.9111328125,640 x 480,Grayscale,F0,Training
F1/N2722.jpg,14.6240234375,640 x 480,Grayscale,F1,Training
F2/P8074.jpg,611.8779296875,449 x 464,RGB,F2,Training
F0/a9730.jpg,28.2890625,640 x 480,Grayscale,F0,Training
F2/ct3-53.png,611.8779296875,449 x 464,RGB,F2,Training
F0/a2621.jpg,30.5615234375,640 x 480,Grayscale,F0,Training
F0/j26.jpg,32.1376953125,640 x 480,Grayscale,F0,Training
F2/M3457.jpg,611.8779296875,449 x 464,RGB,F2,Training
F4/h6016.jpg,611.8779296875,449 x 464,RGB,F4,Training
F0/a967.jpg,28.734375,640 x 480,Grayscale,F0,Training
F2/q2973.jpg,611.8779296875,449 x 464,RGB,F2,Training
F0/a1937.jpg,24.9443359375,640 x 480,Grayscale,F0,Training
F0/a8525.jpg,24.52734375,640 x 480,Grayscale,F0,Training
F0/a4133.jpg,28.1357421875,640 x 480,Grayscale,F0,Training
F1/l7124.jpg,611.8779296875,449 x 464,RGB,F1,Training
F0/h33.jpg,30.626953125,640 x 480,Grayscale,F0,Training
F0/a9363.jpg,30.740234375,640 x 480,Grayscale,F0,Training
F0/a5227.jpg,28.9189453125,640 x 480,Grayscale,F0,Training
F0/a875.jpg,27.7783203125,640 x 480,Grayscale,F0,Training
F0/g41.jpg,20.4140625,640 x 480,Grayscale,F0,Training
F2/u1845.jpg,611.8779296875,449 x 464,RGB,F2,Training
F0/a4447.jpg,25.330078125,640 x 480,Grayscale,F0,Training
F4/d5.jpg,27.42578125,640 x 480,Grayscale,F4,Training
F4/f3908.jpg,28.4072265625,640 x 480,Grayscale,F4,Training
F0/a4332.jpg,25.685546875,640 x 480,Grayscale,F0,Training
F3/s7016.jpg,611.8779296875,449 x 464,RGB,F3,Training
F3/ct11-28.png,611.8779296875,449 x 464,RGB,F3,Training
F0/h9.jpg,31.095703125,640 x 480,Grayscale,F0,Training
F0/a9496.jpg,31.091796875,640 x 480,Grayscale,F0,Training
F1/c9985.jpg,611.8779296875,449 x 464,RGB,F1,Training
F1/q5311.jpg,611.8779296875,449 x 464,RGB,F1,Training
F0/h69.jpg,28.2451171875,640 x 480,Grayscale,F0,Training
F4/j6429.jpg,611.8779296875,449 x 464,RGB,F4,Training
F2/o3246.jpg,611.8779296875,449 x 464,RGB,F2,Training
F0/a5246.jpg,23.08984375,640 x 480,Grayscale,F0,Training
F2/u9959.jpg,611.8779296875,449 x 464,RGB,F2,Training
F0/k73.jpg,23.9423828125,640 x 480,Grayscale,F0,Training
F4/L832.jpg,611.8779296875,449 x 464,RGB,F4,Training
F0/a4829.jpg,29.43359375,640 x 480,Grayscale,F0,Training
F0/k15.jpg,30.8017578125,640 x 480,Grayscale,F0,Training
F0/a6155.jpg,25.8017578125,640 x 480,Grayscale,F0,Training
F4/W4390.jpg,20.345703125,640 x 480,Grayscale,F4,Training
F2/V584.jpg,611.8779296875,449 x 464,RGB,F2,Training
F2/ct3-36.png,611.8779296875,449 x 464,RGB,F2,Training
F4/d26.jpg,31.2978515625,640 x 480,Grayscale,F4,Training
F2/L5410.jpg,611.8779296875,449 x 464,RGB,F2,Training
F2/m390.jpg,611.8779296875,449 x 464,RGB,F2,Training
F3/r9908.jpg,611.8779296875,449 x 464,RGB,F3,Training
F3/n567.jpg,611.8779296875,449 x 464,RGB,F3,Training
F2/q201.jpg,611.8779296875,449 x 464,RGB,F2,Training
F0/a4734.jpg,26.3583984375,640 x 480,Grayscale,F0,Training
F0/a7327.jpg,28.3037109375,640 x 480,Grayscale,F0,Training
F4/W153.jpg,23.021484375,640 x 480,Grayscale,F4,Training
F4/Z1269.jpg,31.994140625,640 x 480,Grayscale,F4,Training
F2/ct4-69.png,611.8779296875,449 x 464,RGB,F2,Training
F0/h41.jpg,29.572265625,640 x 480,Grayscale,F0,Training
F4/Z9258.jpg,611.8779296875,449 x 464,RGB,F4,Training
F4/F7375.jpg,611.8779296875,449 x 464,RGB,F4,Training
F4/P6270.jpg,611.8779296875,449 x 464,RGB,F4,Training
F2/T2843.jpg,611.8779296875,449 x 464,RGB,F2,Training
F2/ct8-27.png,611.8779296875,449 x 464,RGB,F2,Training
F2/ct5-7.png,611.8779296875,449 x 464,RGB,F2,Training
F0/a3982.jpg,23.66015625,640 x 480,Grayscale,F0,Training
F0/a4686.jpg,31.4599609375,640 x 480,Grayscale,F0,Training
F0/a6995.jpg,25.8017578125,640 x 480,Grayscale,F0,Training
F4/x8431.jpg,611.8779296875,449 x 464,RGB,F4,Training
F3/M2580.jpg,611.8779296875,449 x 464,RGB,F3,Training
F0/a7634.jpg,31.640625,640 x 480,Grayscale,F0,Training
F3/u2007.jpg,611.8779296875,449 x 464,RGB,F3,Training
F0/h37.jpg,30.5517578125,640 x 480,Grayscale,F0,Training
F4/q2472.jpg,611.8779296875,449 x 464,RGB,F4,Training
F4/ct15-46.png,611.8779296875,449 x 464,RGB,F4,Training
F3/L4664.jpg,611.8779296875,449 x 464,RGB,F3,Training
F0/a1134.jpg,28.0810546875,640 x 480,Grayscale,F0,Training
F4/i8075.jpg,23.37109375,640 x 480,Grayscale,F4,Training
F3/ct12-3.png,611.8779296875,449 x 464,RGB,F3,Training
F4/e36.jpg,31.84765625,640 x 480,Grayscale,F4,Training
F0/a7810.jpg,26.0703125,640 x 480,Grayscale,F0,Training
F2/P587.jpg,611.8779296875,449 x 464,RGB,F2,Training
F4/F4717.jpg,611.8779296875,449 x 464,RGB,F4,Training
F1/J2401.jpg,611.8779296875,449 x 464,RGB,F1,Training
F0/k74.jpg,28.50390625,640 x 480,Grayscale,F0,Training
F4/S6826.jpg,611.8779296875,449 x 464,RGB,F4,Training
F3/k7154.jpg,611.8779296875,449 x 464,RGB,F3,Training
F3/Y7703.jpg,611.8779296875,449 x 464,RGB,F3,Training
F2/J4412.jpg,611.8779296875,449 x 464,RGB,F2,Training
F4/d41.jpg,30.6064453125,640 x 480,Grayscale,F4,Training
F4/f31.jpg,22.298828125,640 x 480,Grayscale,F4,Training
F0/a5310.jpg,24.1865234375,640 x 480,Grayscale,F0,Training
F2/ct4-85.png,611.8779296875,449 x 464,RGB,F2,Training
F0/j39.jpg,24.5341796875,640 x 480,Grayscale,F0,Training
F0/a6779.jpg,29.5166015625,640 x 480,Grayscale,F0,Training
F0/j97.jpg,23.8876953125,640 x 480,Grayscale,F0,Training
F0/a6097.jpg,28.1357421875,640 x 480,Grayscale,F0,Training
F0/a8290.jpg,29.748046875,640 x 480,Grayscale,F0,Training
F1/h9184.jpg,26.654296875,640 x 480,Grayscale,F1,Training
F3/w6522.jpg,611.8779296875,449 x 464,RGB,F3,Training
F1/ct1-37.png,611.8779296875,449 x 464,RGB,F1,Training
F2/O4982.jpg,611.8779296875,449 x 464,RGB,F2,Training
F0/a5416.jpg,23.08984375,640 x 480,Grayscale,F0,Training
F4/F9201.jpg,25.6015625,640 x 480,Grayscale,F4,Training
F4/O7283.jpg,611.8779296875,449 x 464,RGB,F4,Training
F4/O4830.jpg,22.220703125,640 x 480,Grayscale,F4,Training
F0/a6562.jpg,26.166015625,640 x 480,Grayscale,F0,Training
F4/e28.jpg,28.5693359375,640 x 480,Grayscale,F4,Training
F0/a7181.jpg,27.421875,640 x 480,Grayscale,F0,Training
F2/W8538.jpg,611.8779296875,449 x 464,RGB,F2,Training
F0/a1437.jpg,31.0205078125,640 x 480,Grayscale,F0,Training
F4/ct15-37.png,611.8779296875,449 x 464,RGB,F4,Training
F1/ct1-16.png,611.8779296875,449 x 464,RGB,F1,Training
F1/r893.jpg,14.03125,640 x 480,Grayscale,F1,Training
F4/u910.jpg,31.2978515625,640 x 480,Grayscale,F4,Training
F0/a2284.jpg,26.005859375,640 x 480,Grayscale,F0,Training
F4/m9308.jpg,22.4169921875,640 x 480,Grayscale,F4,Training
F1/ct2-64.png,611.8779296875,449 x 464,RGB,F1,Training
F0/a2274.jpg,28.826171875,640 x 480,Grayscale,F0,Training
F3/ct12-47.png,611.8779296875,449 x 464,RGB,F3,Training
F3/o3804.jpg,611.8779296875,449 x 464,RGB,F3,Training
F4/J3138.jpg,611.8779296875,449 x 464,RGB,F4,Training
F4/q5377.jpg,611.8779296875,449 x 464,RGB,F4,Training
F0/a6693.jpg,30.3759765625,640 x 480,Grayscale,F0,Training
F0/a286.jpg,27.1611328125,640 x 480,Grayscale,F0,Training
F0/a7156.jpg,31.31640625,640 x 480,Grayscale,F0,Training
F0/a2624.jpg,29.4970703125,640 x 480,Grayscale,F0,Training
F1/ct3-4.png,611.8779296875,449 x 464,RGB,F1,Training
F3/v99.jpg,611.8779296875,449 x 464,RGB,F3,Training
F2/ct7-30.png,611.8779296875,449 x 464,RGB,F2,Training
F2/K724.jpg,611.8779296875,449 x 464,RGB,F2,Training
F4/q8810.jpg,25.140625,640 x 480,Grayscale,F4,Training
F3/ct12-13.png,611.8779296875,449 x 464,RGB,F3,Training
F3/p5167.jpg,611.8779296875,449 x 464,RGB,F3,Training
F4/Q8560.jpg,32.6650390625,640 x 480,Grayscale,F4,Training
F0/a3636.jpg,23.39453125,640 x 480,Grayscale,F0,Training
F2/t3470.jpg,611.8779296875,449 x 464,RGB,F2,Training
F0/a270.jpg,30.9482421875,640 x 480,Grayscale,F0,Training
F3/q7821.jpg,611.8779296875,449 x 464,RGB,F3,Training
F0/a1002.jpg,28.0810546875,640 x 480,Grayscale,F0,Training
F4/m8580.jpg,611.8779296875,449 x 464,RGB,F4,Training
F1/B7099.jpg,22.5322265625,640 x 480,Grayscale,F1,Training
F4/e4.jpg,23.337890625,640 x 480,Grayscale,F4,Training
F0/a4933.jpg,25.1923828125,640 x 480,Grayscale,F0,Training
F0/a8238.jpg,29.3388671875,640 x 480,Grayscale,F0,Training
F0/a1728.jpg,30.87890625,640 x 480,Grayscale,F0,Training
F0/a1051.jpg,30.87890625,640 x 480,Grayscale,F0,Training
F1/Q8410.jpg,20.083984375,640 x 480,Grayscale,F1,Training
F1/H4495.jpg,27.6259765625,640 x 480,Grayscale,F1,Training
F4/N5566.jpg,31.08203125,640 x 480,Grayscale,F4,Training
F0/a228.jpg,32.306640625,640 x 480,Grayscale,F0,Training
F4/p8369.jpg,611.8779296875,449 x 464,RGB,F4,Training
F0/a5024.jpg,28.611328125,640 x 480,Grayscale,F0,Training
F4/z2121.jpg,30.07421875,640 x 480,Grayscale,F4,Training
F1/p1639.jpg,611.8779296875,449 x 464,RGB,F1,Training
F0/a2835.jpg,27.3515625,640 x 480,Grayscale,F0,Training
F4/W507.jpg,611.8779296875,449 x 464,RGB,F4,Training
F1/g8921.jpg,611.8779296875,449 x 464,RGB,F1,Training
F3/ct11-15.png,611.8779296875,449 x 464,RGB,F3,Training
F2/o9645.jpg,611.8779296875,449 x 464,RGB,F2,Training
F1/ct1-3.png,611.8779296875,449 x 464,RGB,F1,Training
F3/ct8-56.png,611.8779296875,449 x 464,RGB,F3,Training
F0/a2666.jpg,24.1865234375,640 x 480,Grayscale,F0,Training
F4/v2079.jpg,22.4970703125,640 x 480,Grayscale,F4,Training
F0/a1672.jpg,23.525390625,640 x 480,Grayscale,F0,Training
F2/u2312.jpg,611.8779296875,449 x 464,RGB,F2,Training
F4/G9266.jpg,611.8779296875,449 x 464,RGB,F4,Training
F3/w7025.jpg,611.8779296875,449 x 464,RGB,F3,Training
F3/ct10-58.png,611.8779296875,449 x 464,RGB,F3,Training
F3/X7248.jpg,611.8779296875,449 x 464,RGB,F3,Training
F0/a9442.jpg,30.3525390625,640 x 480,Grayscale,F0,Training
F0/a7315.jpg,32.0146484375,640 x 480,Grayscale,F0,Training
F0/a230.jpg,25.7265625,640 x 480,Grayscale,F0,Training
F1/h653.jpg,611.8779296875,449 x 464,RGB,F1,Training
F4/F5763.jpg,611.8779296875,449 x 464,RGB,F4,Training
F4/y4800.jpg,24.8828125,640 x 480,Grayscale,F4,Training
F0/a126.jpg,26.298828125,640 x 480,Grayscale,F0,Training
